id,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
719340,2008,2,22,5,1749,1710,2140,2112,XE,2496,N14153,171,182,147,28,39,IAH,IAD,1190,7,17,0,N,0,0,0,7,0,21
2026598,2008,4,3,4,2146,2040,3,2231,UA,719,N902UA,137,111,105,92,66,ORD,ICT,588,4,28,0,N,0,32,0,26,0,34
2306188,2008,4,17,4,12,2135,337,35,AA,2020,N4WUAA,145,120,94,182,157,DFW,ATL,732,8,43,0,N,0,0,15,25,0,142
3386649,2008,6,18,3,1853,1840,2004,1945,MQ,3493,N518AE,191,185,175,19,13,DFW,SBA,1315,4,12,0,N,0,13,0,6,0,0
6600807,2008,12,31,3,1520,1420,1638,1533,YV,2785,N7264V,78,73,44,65,60,SBA,LAS,288,8,26,0,N,0,0,65,0,0,0
4584979,2008,8,12,2,2030,2002,2351,2327,F9,798,N948FR,141,145,122,24,28,PDX,DEN,992,7,12,0,N,0,2,0,22,0,0
2089353,2008,4,3,4,1838,1805,2000,1900,WN,1937,N650SW,142,115,114,60,33,IAD,MDW,577,6,22,0,N,0,6,0,27,0,27
2434523,2008,5,16,5,2001,1955,2120,2115,WN,1757,N653SW,79,80,68,5,6,SJC,LAS,386,4,7,0,N,0,,,,,
5221492,2008,9,26,5,1407,1140,1516,1259,MQ,4786,N725AE,69,79,43,137,147,DCA,LGA,214,10,16,0,N,0,0,0,137,0,0
4356389,2008,8,20,3,1738,1650,2116,2032,XE,2868,N14977,158,162,127,44,48,STL,EWR,872,19,12,0,N,0,6,0,0,0,38
782942,2008,2,12,2,1250,1058,1507,1254,OO,5831,N930SW,77,56,24,133,112,ORD,GRR,137,5,48,0,N,0,0,0,0,0,133
705305,2008,2,29,5,2137,2130,2255,2237,XE,2480,N14117,78,67,36,18,7,EWR,BDL,116,10,32,0,N,0,0,0,11,0,7
6764378,2008,12,23,2,949,845,1039,939,EV,5340,N978EV,110,114,93,60,64,ATL,SGF,563,2,15,0,N,0,41,0,0,0,19
2649897,2008,5,4,7,1108,1050,1947,1916,US,658,N807AW,339,326,283,31,18,SFO,PHL,2521,6,50,0,N,0,0,0,13,0,18
4807953,2008,8,11,1,1531,1525,2245,2254,CO,514,N24224,254,269,234,-9,6,LAX,CLE,2053,6,14,0,N,0,,,,,
5880,2008,1,5,6,1556,1540,1605,1555,WN,510,N211WN,69,75,53,10,16,AMA,DEN,358,6,10,0,N,0,,,,,
5996507,2008,11,20,4,1647,1630,1759,1745,WN,380,N482WN,72,75,53,14,17,BUR,OAK,325,5,14,0,N,0,,,,,
7006591,2008,12,11,4,1518,1445,1715,1641,DL,699,N904DE,117,116,92,34,33,BWI,ATL,576,14,11,0,N,0,2,0,1,0,31
580466,2008,1,20,7,1414,1355,1601,1531,CO,353,N14653,107,96,86,30,19,EWR,CMH,462,3,18,0,N,0,0,0,11,0,19
3840534,2008,7,11,5,2237,2141,101,13,UA,310,N937UA,84,92,61,48,56,ORD,BUF,473,4,19,0,N,0,20,0,0,0,28
6666862,2008,12,25,4,1004,748,1743,1535,UA,250,N817UA,279,287,258,128,136,PDX,IAD,2327,7,14,0,N,0,128,0,0,0,0
5325003,2008,9,15,1,1743,1735,2013,2017,AS,3,N562AS,330,342,304,-4,8,DCA,SEA,2329,5,21,0,N,0,,,,,
2534100,2008,5,22,4,2015,1900,2200,2035,YV,2939,N77286,105,95,67,85,75,SBP,PHX,509,20,18,0,N,0,85,0,0,0,0
3589249,2008,6,8,7,1747,1700,1857,1752,DL,45,N988DL,190,172,161,65,47,CVG,DEN,1069,17,12,0,N,0,47,0,18,0,0
6808124,2008,12,29,1,1822,1813,2006,2009,FL,185,N993AT,104,116,85,-3,9,DCA,ATL,547,6,13,0,N,0,,,,,
3652711,2008,7,17,4,1552,1545,1852,1820,WN,1063,N328SW,180,155,137,32,7,MCO,ISP,972,3,40,0,N,0,7,0,25,0,0
5797278,2008,10,26,7,1318,1310,1419,1409,NW,1238,N327NB,61,59,41,10,8,MSP,GRB,252,4,16,0,N,0,,,,,
976659,2008,2,4,1,2159,2140,2305,2255,MQ,3647,N831AE,66,75,49,10,19,DFW,SGF,364,5,12,0,N,0,,,,,
1533907,2008,3,1,6,1820,1748,2026,1941,FL,821,N272AT,186,173,168,45,32,RSW,MDW,1105,9,9,0,N,0,0,0,13,0,32
1885056,2008,4,3,4,1656,1650,1845,1840,XE,205,N18556,109,110,94,5,6,GEG,SMF,649,4,11,0,N,0,,,,,
6900165,2008,12,20,6,1840,1740,2136,2055,AA,352,N293AA,116,135,85,41,60,ORD,LGA,733,10,21,0,N,0,18,23,0,0,0
6835620,2008,12,17,3,1555,1525,1640,1615,MQ,4045,N834MQ,45,50,31,25,30,ORD,DBQ,147,4,10,0,N,0,8,0,0,0,17
4754444,2008,8,29,5,2031,2015,12,2359,AA,1828,N3BXAA,161,164,140,13,16,DFW,MIA,1121,4,17,0,N,0,,,,,
2103693,2008,4,28,1,1614,1405,1959,1749,DL,1772,N3736C,165,164,145,130,129,MSY,LGA,1183,6,14,0,N,0,0,0,1,0,129
6533167,2008,12,24,3,1224,1210,1341,1305,WN,3829,N391SW,77,55,36,36,14,MCI,STL,237,31,10,0,N,0,14,0,22,0,0
39044,2008,1,15,2,1348,1335,1903,1850,WN,836,N457WN,195,195,176,13,13,DEN,BWI,1491,4,15,0,N,0,,,,,
3586320,2008,6,5,4,1152,1050,1510,1358,DL,1442,N993DL,198,188,170,72,62,PBI,BOS,1197,11,17,0,N,0,0,0,72,0,0
6527001,2008,12,22,1,1031,1015,1302,1255,WN,2749,N690SW,91,100,76,7,16,MDW,IAD,577,5,10,0,N,0,,,,,
5977201,2008,11,14,5,2158,2035,2252,2130,WN,3199,N796SW,54,55,40,82,83,BWI,PIT,210,7,7,0,N,0,0,0,0,0,82
4588927,2008,8,26,2,1935,1900,2245,2215,F9,372,N926FR,130,135,112,30,35,DEN,MKE,895,5,13,0,N,0,0,0,0,0,30
327246,2008,1,4,5,1250,1220,1400,1324,EV,4295,N640AS,70,64,45,36,30,AGS,ATL,143,10,15,0,N,0,30,0,6,0,0
2659752,2008,5,12,1,1405,1355,1459,1503,US,1183,N950UW,54,68,39,-4,10,PHL,ORF,211,3,12,0,N,0,,,,,
1488320,2008,3,21,5,1342,1158,1959,1840,DL,1714,N3731T,197,222,172,79,104,PHX,CVG,1569,6,19,0,N,0,11,0,0,0,68
6553487,2008,12,31,3,2052,2030,2308,2300,WN,3898,N257WN,136,150,124,8,22,BWI,TPA,842,4,8,0,N,0,,,,,
6394465,2008,11,16,7,2055,2040,2304,2230,AA,2007,N5EJAA,189,170,169,34,15,MIA,STL,1068,3,17,0,N,0,15,0,19,0,0
1218641,2008,3,16,7,1112,1045,1242,1235,WN,805,N502SW,150,170,131,7,27,DEN,OAK,957,6,13,0,N,0,,,,,
476577,2008,1,10,4,936,915,1136,1110,9E,5955,84329E,120,115,89,26,21,MEM,IAH,469,11,20,0,N,0,0,21,5,0,0
6537668,2008,12,26,5,705,630,743,715,WN,953,N256WN,98,105,88,28,35,CLE,STL,487,4,6,0,N,0,28,0,0,0,0
482999,2008,1,16,3,1839,1820,2003,1945,AA,383,N289AA,144,145,128,18,19,DFW,TUS,813,3,13,0,N,0,18,0,0,0,0
2292532,2008,4,12,6,1444,1355,1801,1715,AA,1458,N432AA,137,140,119,46,49,LAX,DEN,862,6,12,0,N,0,0,0,0,0,46
4665942,2008,8,2,6,1243,1235,1958,1952,NW,212,N586NW,255,257,222,6,8,SEA,DTW,1927,13,20,0,N,0,,,,,
6542123,2008,12,27,6,2233,2055,2355,2230,WN,1796,N398SW,82,95,69,85,98,MHT,BWI,377,4,9,0,N,0,1,0,0,0,84
1802300,2008,4,6,7,1837,1800,2022,1950,WN,3486,N623SW,105,110,94,32,37,SMF,SEA,605,4,7,0,N,0,1,0,0,0,31
4682320,2008,8,6,3,629,605,752,719,NW,1005,N779NC,83,74,40,33,24,DTW,IND,231,14,29,0,N,0,24,0,9,0,0
1615106,2008,3,2,7,716,705,800,755,NW,561,N331NB,44,50,31,5,11,DLH,MSP,144,5,8,0,N,0,,,,,
4411379,2008,8,5,2,1236,1215,1323,1308,OO,5412,N270YV,47,53,32,15,21,LAX,SAN,109,3,12,0,N,0,15,0,0,0,0
4602886,2008,8,17,7,2020,1951,2203,2144,FL,506,N927AT,103,113,80,19,29,ATL,BWI,576,7,16,0,N,0,0,0,0,0,19
1835913,2008,4,16,3,1845,1815,2015,1945,WN,3222,N424WN,90,90,68,30,30,SFO,LAS,414,9,13,0,N,0,30,0,0,0,0
1733587,2008,3,17,1,1501,1455,1801,1811,B6,427,N580JB,180,196,155,-10,6,BOS,PBI,1197,3,22,0,N,0,,,,,
5366604,2008,9,15,1,1208,1200,1414,1423,CO,1435,N87512,306,323,290,-9,8,EWR,PHX,2133,7,9,0,N,0,,,,,
1246193,2008,3,24,1,1408,1340,1625,1610,WN,1430,N688SW,137,150,121,15,28,MCO,CLE,895,4,12,0,N,0,0,0,0,0,15
5370104,2008,9,3,3,1754,1655,1948,1904,DL,1639,N394DA,54,69,37,44,59,BNA,ATL,214,8,9,0,N,0,0,0,0,0,44
4725843,2008,8,31,7,908,845,1151,1110,AA,661,N516AA,163,145,129,41,23,MSP,DFW,852,21,13,0,N,0,23,0,18,0,0
3039314,2008,6,16,1,2114,2100,2121,2110,WN,193,N629SW,67,70,52,11,14,ABQ,PHX,328,6,9,0,N,0,,,,,
4489735,2008,8,12,2,1859,1752,2005,1909,UA,1467,N402UA,126,137,112,56,67,DEN,RNO,804,5,9,0,N,0,56,0,0,0,0
2451329,2008,5,21,3,2048,2040,2243,2235,WN,1402,N672SW,115,115,103,8,8,STL,HOU,687,6,6,0,N,0,,,,,
4825193,2008,8,1,5,2109,2035,2229,2211,DL,1515,N610DL,260,276,221,18,34,ATL,SNA,1919,14,25,0,N,0,0,0,0,0,18
1891629,2008,4,28,1,1059,1025,1233,1214,XE,2303,N36915,94,109,77,19,34,GSP,EWR,594,7,10,0,N,0,0,0,0,0,19
1118128,2008,2,1,5,108,2035,428,2359,B6,145,N571JB,200,204,158,269,273,JFK,RSW,1074,5,37,0,N,0,88,0,0,0,181
5249886,2008,9,2,2,1530,1520,1920,1852,OH,6316,N716CA,170,152,140,28,10,IAH,CVG,871,3,27,0,N,0,0,10,18,0,0
5729830,2008,10,26,7,2101,2055,2210,2155,FL,288,N933AT,129,120,102,15,6,ATL,HOU,696,5,22,0,N,0,6,0,9,0,0
2166848,2008,4,9,3,1640,1620,2141,2125,MQ,3119,N520DC,181,185,160,16,20,LAX,XNA,1371,4,17,0,N,0,4,0,0,0,12
3635441,2008,7,12,6,1438,1430,1948,2010,WN,3545,N730SW,190,220,175,-22,8,LAS,MDW,1521,6,9,0,N,0,,,,,
4495722,2008,8,2,6,1635,1615,2030,1828,US,1490,N123UW,235,133,94,122,20,CLT,BOS,728,11,130,0,N,0,0,0,122,0,0
4124041,2008,7,13,7,1507,1425,2106,2015,AA,1296,N3CMAA,239,230,193,51,42,SEA,DFW,1660,21,25,0,N,0,14,0,9,0,28
1128373,2008,2,20,3,1736,1615,2114,1925,B6,381,N570JB,218,190,160,109,81,LGA,FLL,1076,4,54,0,N,0,6,0,28,0,75
5743686,2008,10,30,4,2050,2030,2131,2110,MQ,3377,N650MQ,41,40,18,21,20,DFW,ACT,89,7,16,0,N,0,0,0,1,0,20
1760093,2008,3,5,3,1804,1700,2013,1915,CO,1430,N14639,129,135,77,58,64,DTW,EWR,487,10,42,0,N,0,0,0,58,0,0
4237888,2008,8,4,1,2156,2030,2355,2245,WN,1113,N458WN,119,135,105,70,86,MCO,BWI,787,2,12,0,N,0,0,0,0,0,70
3723599,2008,7,20,7,1616,1514,1854,1757,XE,2245,N34110,218,223,180,57,62,EWR,OKC,1325,4,34,0,N,0,11,0,0,0,46
6654738,2008,12,9,2,1415,1408,1615,1607,OO,6570,N753SK,180,179,161,8,7,HSV,DEN,1048,9,10,0,N,0,,,,,
2354939,2008,4,28,1,1835,1825,2228,2235,CO,312,N38268,233,250,202,-7,10,EWR,BQN,1585,7,24,0,N,0,,,,,
1115217,2008,2,23,6,2218,2025,2,2220,AS,310,N796AS,104,115,92,102,113,PDX,SFO,550,5,7,0,N,0,0,0,0,0,102
6963282,2008,12,18,4,2015,1925,2110,2104,B6,1016,N583JB,55,99,37,6,50,JFK,BOS,187,6,12,0,N,0,,,,,
2385978,2008,4,14,1,1905,1845,2148,2139,DL,1822,N900DE,163,174,141,9,20,PBI,LGA,1035,7,15,0,N,0,,,,,
299772,2008,1,2,3,832,725,1046,940,WN,2378,N227WN,74,75,64,66,67,LAX,TUS,451,3,7,0,N,0,49,0,0,0,17
607248,2008,2,3,7,2046,2005,2145,2055,WN,1585,N674AA,59,50,38,50,41,HRL,SAT,233,15,6,0,N,0,0,0,9,0,41
2775586,2008,5,25,7,1314,1220,1430,1345,MQ,3382,N678AE,76,85,59,45,54,SGF,DFW,364,4,13,0,N,0,0,0,0,0,45
2300832,2008,4,8,2,1347,1330,1710,1700,AA,1782,N582AA,143,150,127,10,17,DFW,GSO,999,5,11,0,N,0,,,,,
1389056,2008,3,27,4,2224,2145,8,2325,OO,2642,N403SW,44,40,25,43,39,MKE,GRR,120,6,13,0,N,0,43,0,0,0,0
4817956,2008,8,11,1,857,840,1039,1033,CO,345,N75853,162,173,135,6,17,CLE,IAH,1091,6,21,0,N,0,,,,,
2550068,2008,5,20,2,1615,1600,1737,1735,OH,5053,N678CA,142,155,113,2,15,ATL,AUS,813,7,22,0,N,0,,,,,
1885353,2008,4,8,2,1439,1420,1646,1604,XE,216,N11164,247,224,230,42,19,SAT,SMF,1463,4,13,0,N,0,10,0,23,0,9
2115958,2008,4,6,7,2253,2240,2245,2244,EV,4480,N713EV,52,64,38,1,13,ATL,BNA,214,6,8,0,N,0,,,,,
1651697,2008,3,30,7,2031,1930,2236,2145,9E,5747,80209E,65,75,49,51,61,MEM,TYS,342,3,13,0,N,0,0,51,0,0,0
5557779,2008,10,27,1,1722,1636,1759,1721,OO,5714,N585SW,97,105,76,38,46,SGU,LAX,348,10,11,0,N,0,0,0,0,0,38
3848707,2008,7,12,6,1435,1245,1704,1507,UA,538,N382UA,149,142,124,117,110,DFW,ORD,802,6,19,0,N,0,0,0,8,0,109
848688,2008,2,1,5,941,829,1240,1031,US,323,N642AW,299,242,230,129,72,ORD,LAS,1515,8,61,0,N,0,72,0,57,0,0
6487579,2008,12,10,3,1732,1720,1931,1925,WN,2395,N501SW,119,125,102,6,12,BWI,JAX,663,4,13,0,N,0,,,,,
2433029,2008,5,16,5,2003,1935,2115,2050,WN,2618,N463WN,72,75,61,25,28,LAX,SMF,373,5,6,0,N,0,3,0,0,0,22
2492523,2008,5,19,1,2120,1903,2211,2005,XE,2267,N14952,51,62,35,126,137,BUF,CLE,192,6,10,0,N,0,0,0,0,0,126
4369312,2008,8,9,6,1715,1705,1847,1840,YV,2646,N931LR,92,95,65,7,10,CLE,CLT,430,13,14,0,N,0,,,,,
6411431,2008,11,1,6,1322,1315,1447,1433,B6,224,N289JB,85,78,56,14,7,LGB,SJC,324,2,27,0,N,0,,,,,
762081,2008,2,25,1,1700,1635,1817,1745,OH,5234,N969CA,77,70,55,32,25,CVG,CLE,221,5,17,0,N,0,25,0,7,0,0
6991503,2008,12,4,4,1730,1711,2017,2019,CO,1433,N73283,227,248,208,-2,19,LGA,IAH,1416,9,10,0,N,0,,,,,
2019751,2008,4,12,6,1136,1105,1321,1236,UA,501,N335UA,105,91,75,45,31,SFO,SAN,447,3,27,0,N,0,31,0,14,0,0
1995971,2008,4,13,7,1712,1656,1743,1732,OO,5425,N229SW,31,36,19,11,16,MRY,SFO,77,4,8,0,N,0,,,,,
1380098,2008,3,21,5,1534,1410,1833,1629,OO,5802,N926SW,119,79,54,124,84,ORD,LEX,323,5,60,0,N,0,0,124,0,0,0
4457050,2008,8,23,6,659,605,1516,1435,UA,84,N555UA,317,330,295,41,54,LAX,JFK,2475,4,18,0,N,0,41,0,0,0,0
2627421,2008,5,23,5,2323,2317,631,621,UA,700,N579UA,308,304,287,10,6,ANC,DEN,2406,6,15,0,N,0,,,,,
2452641,2008,5,22,4,1605,1540,1903,1825,WN,54,N727SW,178,165,167,38,25,ISP,TPA,1034,5,6,0,N,0,12,0,13,0,13
6654485,2008,12,26,5,1204,1115,1306,1207,OO,6559,N710SK,62,52,42,59,49,DEN,ASE,125,3,17,0,N,0,1,0,10,0,48
1194922,2008,3,9,7,2142,2125,2300,2235,WN,254,N783SW,78,70,53,25,17,BUR,OAK,325,13,12,0,N,0,6,0,8,0,11
6892230,2008,12,21,7,1250,1200,1453,1303,9E,2957,85159E,123,63,30,110,50,GRR,DTW,120,18,75,0,N,0,0,50,60,0,0
1319553,2008,3,18,2,1920,1849,2044,2015,YV,7136,N513MJ,204,206,176,29,31,ATL,DEN,1199,10,18,0,N,0,0,0,0,0,29
6725521,2008,12,28,7,1620,1600,1800,1732,US,2041,N751UW,100,92,78,28,20,BOS,DCA,399,5,17,0,N,0,20,0,8,0,0
3573477,2008,6,18,3,1847,1745,2105,2014,CO,1681,N77261,198,209,184,51,62,SEA,ANC,1449,3,11,0,N,0,2,0,0,0,49
3288660,2008,6,27,5,2021,1955,2136,2116,US,1786,N445US,75,81,55,20,26,JAX,CLT,329,8,12,0,N,0,1,0,0,0,19
6958174,2008,12,7,7,2007,1855,2236,2139,B6,28,N636JB,149,164,132,57,72,TPA,JFK,1005,6,11,0,N,0,0,0,4,0,53
2439033,2008,5,18,7,1936,1925,58,55,WN,2026,N916WN,202,210,186,3,11,LAS,MDW,1521,5,11,0,N,0,,,,,
2433854,2008,5,16,5,1234,1105,1513,1350,WN,292,N214WN,159,165,124,83,89,PHL,MCO,861,6,29,0,N,0,0,0,0,0,83
6566218,2008,12,18,4,1840,1808,2058,2015,XE,2194,N27152,198,187,169,43,32,GSO,IAH,986,17,12,0,N,0,9,0,11,0,23
210256,2008,1,27,7,2007,1950,2228,2215,OO,2575,N479CA,81,85,59,13,17,MKE,PIT,431,6,16,0,N,0,,,,,
945081,2008,2,10,7,1746,1735,1947,1929,FL,520,N972AT,121,114,90,18,11,MIA,ATL,595,8,23,0,N,0,11,0,7,0,0
3642622,2008,7,14,1,1530,1420,1650,1540,WN,297,N398SW,80,80,67,70,70,MSY,DAL,437,4,9,0,N,0,0,43,0,0,27
2773869,2008,5,26,1,648,640,749,750,MQ,3303,N307AE,61,70,43,-1,8,DFW,SHV,190,4,14,0,N,0,,,,,
3731448,2008,7,20,7,1318,1310,1447,1422,XE,2915,N15910,89,72,57,25,8,EWR,ROC,246,10,22,0,N,0,8,0,17,0,0
5677031,2008,10,26,7,1342,1325,1550,1530,DL,1012,N667DN,128,125,95,20,17,ATL,PHL,665,8,25,0,N,0,11,0,9,0,0
1733039,2008,3,16,7,1545,1500,1709,1610,B6,1135,N517JB,84,70,59,59,45,BTV,JFK,267,4,21,0,N,0,0,12,14,0,33
3028309,2008,6,12,4,1405,1225,1600,1420,WN,2737,N902WN,115,115,100,100,100,OAK,SEA,671,4,11,0,N,0,100,0,0,0,0
4159734,2008,7,22,2,1738,1705,2355,2324,AS,156,N546AS,317,319,287,31,33,ANC,LAX,2345,10,20,0,N,0,0,0,0,0,31
6063508,2008,11,17,1,1047,1035,1124,1109,YV,1012,N77278,37,34,20,15,12,LIH,HNL,102,6,11,0,N,0,0,0,3,0,12
3981903,2008,7,17,4,1018,1012,1209,1204,FL,86,N963AT,111,112,83,5,6,ATL,FLL,581,6,22,0,N,0,,,,,
3176620,2008,6,8,7,1500,1454,1604,1547,OO,5417,N221SW,64,53,34,17,6,LAX,SAN,109,4,26,0,N,0,6,0,11,0,0
3616306,2008,7,6,7,1821,1755,1957,1940,WN,3223,N916WN,276,285,264,17,26,RDU,LAS,2027,5,7,0,N,0,0,0,0,0,17
6157223,2008,11,30,7,742,722,937,943,UA,1501,N469UA,175,201,146,-6,20,MIA,ORD,1197,17,12,0,N,0,,,,,
6849859,2008,12,22,1,648,600,1042,935,MQ,4821,N709MQ,174,155,125,67,48,DSM,LGA,1031,26,23,0,N,0,48,0,19,0,0
4933175,2008,9,30,2,2144,2035,2323,2135,WN,1465,N716SW,99,60,42,108,69,BWI,ISP,220,4,53,0,N,0,69,0,39,0,0
6787929,2008,12,26,5,1238,1130,1545,1443,F9,370,N943FR,127,133,105,62,68,DEN,MKE,895,8,14,0,N,0,9,0,53,0,0
2919107,2008,5,27,2,1700,1505,2142,2005,AA,2480,N3DBAA,162,180,143,97,115,LAX,DFW,1235,6,13,0,N,0,0,0,0,0,97
3593402,2008,6,11,3,2100,1920,2238,2111,DL,826,N6703D,98,111,80,87,100,ATL,DCA,547,3,15,0,N,0,0,6,0,0,81
3442151,2008,6,14,6,1951,1934,2035,2023,NW,1177,N777NC,44,49,27,12,17,DTW,GRR,120,3,14,0,N,0,,,,,
656564,2008,2,18,1,1258,1235,1530,1440,WN,101,N348SW,152,125,100,50,23,MCO,BWI,787,3,49,0,N,0,2,0,27,0,21
6161752,2008,11,2,7,1634,1625,1843,1851,US,1719,N933UW,129,146,112,-8,9,BOS,CLT,728,4,13,0,N,0,,,,,
1035929,2008,2,29,5,1313,1230,1454,1418,9E,2947,89649E,101,108,73,36,43,SYR,DTW,374,9,19,0,N,0,0,0,0,0,36
4134483,2008,7,19,6,1824,1650,2209,2115,AA,1692,N076AA,225,265,196,54,94,SJU,JFK,1597,12,17,0,N,0,0,0,0,0,54
3111834,2008,6,19,4,1601,1525,1941,1805,XE,2948,N11565,220,160,141,96,36,IAH,MKE,984,4,75,0,N,0,0,36,60,0,0
816479,2008,2,8,5,1719,1615,37,2358,UA,210,N854UA,258,283,242,39,64,LAX,IAD,2288,7,9,0,N,0,7,0,0,0,32
4395777,2008,8,16,6,1147,1100,1410,1317,OH,5556,N597SW,143,137,106,53,47,IND,JFK,664,19,18,0,N,0,47,0,6,0,0
1035509,2008,2,7,4,1732,1615,1930,1810,9E,2936,86949E,118,115,86,80,77,ABE,DTW,424,13,19,0,N,0,0,0,3,0,77
676668,2008,2,24,7,1229,1220,1421,1425,WN,968,N430WN,112,125,101,-4,9,PDX,LAS,762,5,6,0,N,0,,,,,
209114,2008,1,26,6,1050,1016,1237,1207,OO,3836,N457SW,107,111,79,30,34,SLC,FCA,532,4,24,0,N,0,0,30,0,0,0
2227276,2008,4,19,6,642,620,834,827,NW,1089,N365NW,172,187,133,7,22,EWR,MSP,1008,23,16,0,N,0,,,,,
6504594,2008,12,15,1,912,855,1205,1145,WN,1231,N492WN,173,170,155,20,17,MDW,HOU,937,3,15,0,N,0,0,9,3,0,8
1098765,2008,2,18,1,1640,1615,2131,2115,AA,2286,N517AA,171,180,149,16,25,LAX,DFW,1235,9,13,0,N,0,0,0,1,0,15
6418691,2008,11,16,7,1920,1910,2204,2212,B6,566,N598JB,164,182,144,-8,10,FLL,SWF,1119,6,14,0,N,0,,,,,
5002885,2008,9,6,6,1310,1243,1703,1643,OO,6652,N702SK,173,180,157,20,27,MSO,ORD,1332,6,10,0,N,0,0,0,0,0,20
2255859,2008,4,24,4,1358,1345,1659,1640,9E,5795,87759E,121,115,96,19,13,MEM,RDU,634,5,20,0,N,0,13,0,6,0,0
5924374,2008,10,1,3,1158,1055,1445,1338,DL,913,N371DA,167,163,116,67,63,LGA,ATL,761,24,27,0,N,0,63,0,4,0,0
3246750,2008,6,5,4,2111,1915,2338,2141,UA,1204,N373UA,87,86,57,117,116,ORD,PIT,412,3,27,0,N,0,17,0,1,0,99
6030650,2008,11,30,7,1405,1333,1556,1523,XE,2180,N14204,111,110,95,33,32,IAH,MCI,643,3,13,0,N,0,8,0,1,0,24
802257,2008,2,24,7,1355,1148,1530,1318,OO,5906,N770SK,95,90,79,132,127,PSP,SFO,421,8,8,0,N,0,0,0,132,0,0
5648664,2008,10,26,7,1408,1400,1718,1703,US,965,N179UW,370,363,347,15,8,PHL,SFO,2521,8,15,0,N,0,8,0,7,0,0
1067031,2008,2,24,7,1714,1645,1836,1800,AA,743,N3CSAA,202,195,178,36,29,DFW,SNA,1205,5,19,0,N,0,29,0,7,0,0
4017420,2008,7,19,6,1422,1415,1457,1500,MQ,3787,N932AE,35,45,25,-3,7,DFW,GRK,134,2,8,0,N,0,,,,,
2463434,2008,5,25,7,2103,2045,2209,2200,WN,1955,N312SW,66,75,51,9,18,SAN,PHX,304,4,11,0,N,0,,,,,
6660892,2008,12,23,2,1257,1224,1354,1326,OO,7829,N576SW,57,62,44,28,33,SUN,SLC,223,4,9,0,N,0,0,0,0,0,28
2931192,2008,5,29,4,1834,1823,1957,2003,AS,685,N625AS,143,160,130,-6,11,DEN,PDX,992,3,10,0,N,0,,,,,
3004926,2008,6,5,4,612,605,720,725,WN,3070,N909WN,68,80,55,-5,7,PDX,RNO,444,6,7,0,N,0,,,,,
6818348,2008,12,31,3,1702,1640,1815,1800,MQ,3161,N829MQ,73,80,59,15,22,SNA,SJC,342,9,5,0,N,0,0,0,15,0,0
4494275,2008,8,22,5,1445,1352,1752,1659,UA,1692,N498UA,127,127,104,53,53,RAP,ORD,780,5,18,0,N,0,0,0,0,0,53
6550722,2008,12,30,2,647,640,744,755,WN,2855,N212WN,177,195,168,-11,7,HOU,LAS,1235,3,6,0,N,0,,,,,
6177215,2008,11,14,5,1653,1540,1814,1703,US,1751,N953UW,81,83,64,71,73,PHL,RDU,336,4,13,0,N,0,0,0,0,0,71
5534941,2008,10,24,5,844,835,1017,1007,OH,6668,N642CA,93,92,67,10,9,CVG,BWI,430,7,19,0,N,0,,,,,
5649518,2008,10,27,1,1021,1005,1330,1332,US,1600,N531AU,129,147,108,-2,16,IAH,CLT,913,6,15,0,N,0,,,,,
6624084,2008,12,27,6,2103,1850,2244,2015,OO,4668,N816SK,101,85,52,149,133,ATL,CVG,373,10,39,0,N,0,132,0,16,0,1
3321990,2008,6,23,1,1105,930,1329,1207,EV,4382,N740EV,144,157,121,82,95,ATL,PWM,1027,3,20,0,N,0,82,0,0,0,0
1227444,2008,3,18,2,2109,2020,2232,2150,WN,459,N785SW,83,90,68,42,49,SAN,SFO,447,7,8,0,N,0,19,0,0,0,23
6030381,2008,11,30,7,1834,1825,2101,2110,WN,29,N684WN,147,165,127,-9,9,TPA,ALB,1130,5,15,0,N,0,,,,,
6899,2008,1,5,6,1829,1740,1935,1840,WN,2873,N749SW,66,60,49,55,49,LAS,SAN,258,7,10,0,N,0,0,0,6,0,49
3504881,2008,6,8,7,2027,1955,1,2330,AA,1488,N492AA,154,155,128,31,32,DFW,DTW,987,14,12,0,N,0,15,0,0,0,16
1973867,2008,4,24,4,1851,1720,2147,1944,OO,6449,N727SK,236,204,187,123,91,ORD,SLC,1249,6,43,0,N,0,13,0,32,0,78
5458942,2008,10,26,7,1906,1840,2025,2010,WN,1364,N201LV,139,150,124,15,26,ABQ,OAK,889,7,8,0,N,0,5,0,0,0,10
739020,2008,2,17,7,1940,1826,2050,2000,YV,7177,N445YV,70,94,60,50,74,RAP,DEN,301,5,5,0,N,0,0,0,0,0,50
3882016,2008,7,9,3,1832,1705,2013,1829,US,1767,N430US,101,84,54,104,87,BWI,CLT,361,9,38,0,N,0,0,0,96,0,8
6662586,2008,12,4,4,1819,1750,2126,2117,UA,65,N518UA,367,387,343,9,29,JFK,LAX,2475,6,18,0,N,0,,,,,
